contigid	V1	V2	cluster	ps	phylum	class	order	family	genus
OAPGCV025096	OAPGCV004082_47	OAPGCV025096_50	PC_54772	PC_54772	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025098	OAPGCV025464_30	OAPGCV025098_3	PC_156593	PC_156593	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025098	OAPGCV042807_22	OAPGCV025098_55	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025099	OAPGCV009906_52	OAPGCV025099_6	PC_93699	PC_93699	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia
OAPGCV025099	OAPGCV014954_15	OAPGCV025099_15	PC_118891	PC_118891	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Rothia
OAPGCV025100	OAPGCV012500_25	OAPGCV025100_30	PC_107100	PC_107100	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025101	OAPGCV006151_32	OAPGCV025101_72	PC_70815	PC_70815	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025101	OAPGCV006151_32	OAPGCV025101_72	PC_70815	PC_70815	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025101	OAPGCV006151_32	OAPGCV025101_72	PC_70815	PC_70815	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025101	OAPGCV025675_72	OAPGCV025101_52	PC_157353	PC_157353	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025101	OAPGCV025675_72	OAPGCV025101_52	PC_157353	PC_157353	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025101	OAPGCV025675_72	OAPGCV025101_52	PC_157353	PC_157353	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025102	OAPGCV004082_47	OAPGCV025102_2	PC_54772	PC_54772	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025103	OAPGCV022297_7	OAPGCV025103_22	PC_146314	PC_146314	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025103	OAPGCV023475_17	OAPGCV025103_18	PC_150173	PC_150173	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025104	OAPGCV000149_241	OAPGCV025104_244	PC_3376	PC_3376	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025106	OAPGCV028086_30	OAPGCV025106_19	PC_166561	PC_166561	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025106	OAPGCV018152_12	OAPGCV025106_11	PC_131042	PC_131042	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025106	OAPGCV004286_1	OAPGCV025106_15	PC_57002	PC_57002	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025107	OAPGCV059712_1	OAPGCV025107_6	PC_355212	PC_355212	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas
OAPGCV025108	OAPGCV048731_3	OAPGCV025108_8	PC_302609	PC_302609	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025109	OAPGCV012812_53	OAPGCV025109_48	PC_108718	PC_108718	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025110	OAPGCV018970_6	OAPGCV025110_15	PC_134404	PC_134404	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A
OAPGCV025111	OAPGCV001762_4	OAPGCV025111_5	PC_29032	PC_29032	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025112	OAPGCV000462_26	OAPGCV025112_4	PC_9074	PC_9074	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025112	OAPGCV020077_5	OAPGCV025112_2	PC_137998	PC_137998	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025113	OAPGCV021804_2	OAPGCV025113_46	PC_144519	PC_144519	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025115	OAPGCV055231_51	OAPGCV025115_58	PC_327386	PC_327386	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025116	OAPGCV003027_4	OAPGCV025116_28	PC_44337	PC_44337	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025116	OAPGCV053721_21	OAPGCV025116_34	PC_321964	PC_321964	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025116	OAPGCV004319_51	OAPGCV025116_26	PC_57185	PC_57185	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025117	OAPGCV016900_2	OAPGCV025117_60	PC_126280	PC_126280	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025118	OAPGCV000576_44	OAPGCV025118_39	PC_11125	PC_11125	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV025120	OAPGCV059284_39	OAPGCV025120_38	PC_354138	PC_354138	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025121	OAPGCV002775_83	OAPGCV025121_74	PC_42497	PC_42497	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025121	OAPGCV000116_9	OAPGCV025121_72	PC_2753	PC_2753	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025122	OAPGCV000367_44	OAPGCV025122_41	PC_7545	PC_7545	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025122	OAPGCV000367_44	OAPGCV025122_41	PC_7545	PC_7545	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025123	OAPGCV003324_37	OAPGCV025123_33	PC_47155	PC_47155	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025124	OAPGCV042885_3	OAPGCV025124_59	PC_273703	PC_273703	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025124	OAPGCV042332_47	OAPGCV025124_54	PC_271520	PC_271520	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025124	OAPGCV011908_11	OAPGCV025124_52	PC_103918	PC_103918	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025126	OAPGCV001660_15	OAPGCV025126_11	PC_27470	PC_27470	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025126	OAPGCV003450_8	OAPGCV025126_9	PC_48492	PC_48492	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025126	OAPGCV001762_4	OAPGCV025126_5	PC_29032	PC_29032	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025127	OAPGCV004945_37	OAPGCV025127_5	PC_62689	PC_62689	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025127	OAPGCV001528_56	OAPGCV025127_59	PC_26207	PC_26207	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025128	OAPGCV000033_67	OAPGCV025128_6	PC_820	PC_820	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV025128	OAPGCV000048_48	OAPGCV025128_53	PC_1115	PC_1115	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV025128	OAPGCV000048_49	OAPGCV025128_54	PC_1116	PC_1116	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV025128	OAPGCV000033_67	OAPGCV025128_69	PC_820	PC_820	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV025129	OAPGCV000123_59	OAPGCV025129_6	PC_2875	PC_2875	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga
OAPGCV025129	OAPGCV003579_21	OAPGCV025129_13	PC_49585	PC_49585	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga
OAPGCV025129	OAPGCV044857_16	OAPGCV025129_25	PC_279873	PC_279873	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga
OAPGCV025130	OAPGCV006151_32	OAPGCV025130_6	PC_70815	PC_70815	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025130	OAPGCV006151_32	OAPGCV025130_6	PC_70815	PC_70815	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025130	OAPGCV025675_72	OAPGCV025130_82	PC_157353	PC_157353	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025130	OAPGCV025675_72	OAPGCV025130_82	PC_157353	PC_157353	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025131	OAPGCV025464_30	OAPGCV025131_3	PC_156593	PC_156593	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025131	OAPGCV042807_22	OAPGCV025131_52	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025132	OAPGCV001793_25	OAPGCV025132_28	PC_29337	PC_29337	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025133	OAPGCV004082_47	OAPGCV025133_30	PC_54772	PC_54772	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025134	OAPGCV001928_1	OAPGCV025134_1	PC_32058	PC_32058	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025134	OAPGCV001948_7	OAPGCV025134_7	PC_32297	PC_32297	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025134	OAPGCV013416_31	OAPGCV025134_25	PC_111294	PC_111294	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025135	OAPGCV035090_14	OAPGCV025135_46	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025136	OAPGCV033045_27	OAPGCV025136_15	PC_197342	PC_197342	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Eikenella
OAPGCV025136	OAPGCV033045_27	OAPGCV025136_15	PC_197342	PC_197342	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025137	OAPGCV028890_7	OAPGCV025137_50	PC_169167	PC_169167	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025137	OAPGCV005595_30	OAPGCV025137_28	PC_67121	PC_67121	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025138	OAPGCV003259_28	OAPGCV025138_64	PC_46546	PC_46546	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV025138	OAPGCV004885_2	OAPGCV025138_39	PC_62193	PC_62193	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV025138	OAPGCV004885_53	OAPGCV025138_53	PC_62194	PC_62194	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV025139	OAPGCV042807_22	OAPGCV025139_4	PC_273408	PC_273408	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025139	OAPGCV016900_2	OAPGCV025139_2	PC_126280	PC_126280	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025140	OAPGCV008014_2	OAPGCV025140_2	PC_83235	PC_83235	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV025141	OAPGCV054939_6	OAPGCV025141_8	PC_326760	PC_326760	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025141	OAPGCV060585_62	OAPGCV025141_4	PC_359259	PC_359259	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025141	OAPGCV043096_11	OAPGCV025141_11	PC_274138	PC_274138	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria
OAPGCV025143	OAPGCV031837_20	OAPGCV025143_30	PC_188787	PC_188787	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__F0428
OAPGCV025143	OAPGCV031837_20	OAPGCV025143_30	PC_188787	PC_188787	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV025143	OAPGCV011042_21	OAPGCV025143_31	PC_99639	PC_99639	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__F0428
OAPGCV025143	OAPGCV011042_21	OAPGCV025143_31	PC_99639	PC_99639	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV025143	OAPGCV053179_48	OAPGCV025143_29	PC_320500	PC_320500	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__F0428
OAPGCV025143	OAPGCV053179_48	OAPGCV025143_29	PC_320500	PC_320500	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum
OAPGCV025144	OAPGCV004319_51	OAPGCV025144_46	PC_57185	PC_57185	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025144	OAPGCV003027_4	OAPGCV025144_48	PC_44337	PC_44337	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025144	OAPGCV053721_21	OAPGCV025144_54	PC_321964	PC_321964	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025145	OAPGCV044042_7	OAPGCV025145_17	PC_277031	PC_277031	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025146	OAPGCV002479_52	OAPGCV025146_22	PC_39013	PC_39013	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV025148	OAPGCV059086_13	OAPGCV025148_16	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025148	OAPGCV059086_13	OAPGCV025148_16	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025148	OAPGCV009406_44	OAPGCV025148_10	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025148	OAPGCV009406_44	OAPGCV025148_10	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025150	OAPGCV007053_10	OAPGCV025150_5	PC_77031	PC_77031	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia
OAPGCV025151	OAPGCV005748_44	OAPGCV025151_85	PC_68153	PC_68153	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella
OAPGCV025151	OAPGCV002497_153	OAPGCV025151_169	PC_39263	PC_39263	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella
OAPGCV025153	OAPGCV002328_5	OAPGCV025153_63	PC_36615	PC_36615	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas
OAPGCV025154	OAPGCV001297_36	OAPGCV025154_28	PC_23824	PC_23824	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025154	OAPGCV013718_36	OAPGCV025154_26	PC_112620	PC_112620	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025154	OAPGCV028701_3	OAPGCV025154_42	PC_168596	PC_168596	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025155	OAPGCV029278_6	OAPGCV025155_8	PC_170354	PC_170354	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025155	OAPGCV000570_50	OAPGCV025155_54	PC_11005	PC_11005	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025155	OAPGCV010849_28	OAPGCV025155_37	PC_98707	PC_98707	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025156	OAPGCV025827_1	OAPGCV025156_2	PC_157933	PC_157933	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025156	OAPGCV008030_15	OAPGCV025156_14	PC_83300	PC_83300	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella
OAPGCV025157	OAPGCV001287_5	OAPGCV025157_55	PC_23606	PC_23606	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium
OAPGCV025158	OAPGCV056366_36	OAPGCV025158_7	PC_332330	PC_332330	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025158	OAPGCV056366_36	OAPGCV025158_7	PC_332330	PC_332330	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025158	OAPGCV056366_36	OAPGCV025158_7	PC_332330	PC_332330	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025158	OAPGCV056366_36	OAPGCV025158_9	PC_332330	PC_332330	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025158	OAPGCV056366_36	OAPGCV025158_9	PC_332330	PC_332330	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025158	OAPGCV056366_36	OAPGCV025158_9	PC_332330	PC_332330	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025158	OAPGCV020982_58	OAPGCV025158_61	PC_141679	PC_141679	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025158	OAPGCV020982_58	OAPGCV025158_61	PC_141679	PC_141679	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025158	OAPGCV020982_58	OAPGCV025158_61	PC_141679	PC_141679	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025158	OAPGCV048360_31	OAPGCV025158_4	PC_300696	PC_300696	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025158	OAPGCV048360_31	OAPGCV025158_4	PC_300696	PC_300696	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025158	OAPGCV048360_31	OAPGCV025158_4	PC_300696	PC_300696	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025159	OAPGCV020038_63	OAPGCV025159_2	PC_137866	PC_137866	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025159	OAPGCV067128_82	OAPGCV025159_7	PC_391288	PC_391288	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025161	OAPGCV002328_5	OAPGCV025161_3	PC_36615	PC_36615	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas
OAPGCV025162	OAPGCV009141_8	OAPGCV025162_43	PC_89316	PC_89316	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia
OAPGCV025162	OAPGCV009141_8	OAPGCV025162_43	PC_89316	PC_89316	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia_A
OAPGCV025164	OAPGCV001743_13	OAPGCV025164_10	PC_28597	PC_28597	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025164	OAPGCV001613_17	OAPGCV025164_11	PC_27073	PC_27073	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025165	OAPGCV031076_4	OAPGCV025165_23	PC_183085	PC_183085	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025165	OAPGCV051335_7	OAPGCV025165_19	PC_314854	PC_314854	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia
OAPGCV025166	OAPGCV006163_43	OAPGCV025166_4	PC_70889	PC_70889	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025167	OAPGCV004462_20	OAPGCV025167_21	PC_58601	PC_58601	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV025168	OAPGCV048731_3	OAPGCV025168_56	PC_302609	PC_302609	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV025168	OAPGCV002107_28	OAPGCV025168_35	PC_34093	PC_34093	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella
OAPGCV025169	OAPGCV000065_46	OAPGCV025169_35	PC_1458	PC_1458	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025169	OAPGCV000355_36	OAPGCV025169_34	PC_7322	PC_7322	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025169	OAPGCV004564_2	OAPGCV025169_20	PC_59584	PC_59584	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025169	OAPGCV005156_51	OAPGCV025169_33	PC_64343	PC_64343	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella
OAPGCV025170	OAPGCV011781_26	OAPGCV025170_32	PC_103455	PC_103455	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025171	OAPGCV006324_28	OAPGCV025171_43	PC_72553	PC_72553	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025171	OAPGCV059207_17	OAPGCV025171_2	PC_354037	PC_354037	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025173	OAPGCV003271_24	OAPGCV025173_10	PC_46839	PC_46839	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV025173	OAPGCV001255_10	OAPGCV025173_50	PC_23338	PC_23338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces
OAPGCV025174	OAPGCV003856_4	OAPGCV025174_29	PC_52158	PC_52158	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus
OAPGCV025175	OAPGCV017784_51	OAPGCV025175_1	PC_129113	PC_129113	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025175	OAPGCV017784_51	OAPGCV025175_60	PC_129113	PC_129113	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025176	OAPGCV035090_14	OAPGCV025176_55	PC_204338	PC_204338	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025177	OAPGCV005971_18	OAPGCV025177_33	PC_69514	PC_69514	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
OAPGCV025178	OAPGCV008687_70	OAPGCV025178_64	PC_86820	PC_86820	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422
OAPGCV025178	OAPGCV006368_52	OAPGCV025178_47	PC_72700	PC_72700	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422
OAPGCV025179	OAPGCV059086_13	OAPGCV025179_35	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025179	OAPGCV059086_13	OAPGCV025179_35	PC_353800	PC_353800	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025179	OAPGCV059086_13	OAPGCV025179_35	PC_353800	PC_353800	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025179	OAPGCV009406_44	OAPGCV025179_41	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025179	OAPGCV009406_44	OAPGCV025179_41	PC_90904	PC_90904	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella
OAPGCV025179	OAPGCV009406_44	OAPGCV025179_41	PC_90904	PC_90904	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia
OAPGCV025180	OAPGCV022765_60	OAPGCV025180_68	PC_147927	PC_147927	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__JABCPE02
OAPGCV025180	OAPGCV005180_9	OAPGCV025180_59	PC_64552	PC_64552	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__JABCPE02
